10,3105
10,3105
3,174
9,3106
14,3106
7,3106
13,3106
12,3106
10,3105
11,3106
13,3106
12,3106
10,3105
11,3106
10,3105
10,3105
3,174
9,3106
3,2410
8,3106
7,3106
6,3106
5,3106
3,2966
4,3106
3,2410
2,3103
1,3102
3,1921
9,3106
21,3106
3,2806
9,3106
7,3106
13,3106
3,232
9,3106
7,3106
6,3106
3,2566
9,3106
3,1812
3,2973
9,3106
8,3106
3,2806
9,3106
20,3106
17,3106
3,2566
9,3106
3,1042
3,2973
9,3106
8,3106
3,2806
9,3106
20,3106
17,3106
3,1506
9,3106
6,3106
23,3099
3,232
9,3106
20,3106
17,3106
10,3105
3,2074
3,2973
9,3106
21,3106
20,3106
17,3106
5,3106
10,3105
11,3106
3,2074
3,2973
9,3106
21,3106
7,3106
6,3106
3,1138
9,3106
10,3105
3,2852
9,3106
3,2410
3,2770
9,3106
8,3106
3,2074
3,2973
9,3106
21,3106
20,3106
17,3106
10,3105
3,1499
3,2973
9,3106
21,3106
20,3106
17,3106
5,3106
3,232
9,3106
11,3106
13,3106
10,3105
3,2074
3,2973
9,3106
21,3106
7,3106
13,3106
7,3106
6,3106
5,3106
22,3106
3,2912
9,3106
3,2429
3,2973
9,3106
21,3106
20,3106
17,3106
3,1951
9,3106
3,1985
3,2973
9,3106
21,3106
20,3106
17,3106
3,2972
9,3106
3,1950
3,2973
9,3106
21,3106
20,3106
17,3106
3,2806
19,3106
2,3103
18,3106
17,3106
10,3105
13,3106
12,3106
10,3105
3,2912
9,3106
7,3106
6,3106
5,3106
3,2966
4,3106
3,2912
2,3103
15,3106
3,1951
2,3103
15,3106
3,2972
16,3106
2,2996
15,3106
3,2410
2,3103
1,3102
3,2083
9,3106
3,2410
8,3106
2,2941
28,3106
13,3106
12,3106
3,2912
9,3106
30,3106
2,2996
29,3106
3,2083
19,3106
16,3106
2,2996
18,3106
17,3106
3,2932
9,3106
2,3103
28,3106
3,2912
9,3106
20,3106
17,3106
3,2912
9,3106
3,2932
9,3106
7,3106
6,3106
10,3105
3,2912
19,3106
2,3103
18,3106
17,3106
5,3106
3,2966
4,3106
3,2932
2,2941
15,3106
3,2437
2,2941
1,3102
2,3103
1,3102
31,3106
1,3102
2,2941
1,3102
2,2941
1,3102
3,2525
3,2770
9,3106
8,3106
17,3106
5,3106
3,2966
4,3106
3,2525
31,3106
1,3102
33,3106
3,2933
4,3106
3,2920
4,3106
3,2964
4,3106
3,2919
4,3106
3,2871
4,3106
3,2768
4,3106
3,2939
4,3106
3,2877
4,3106
3,2847
4,3106
3,2883
4,3106
3,2728
3,2775
4,3106
3,3078
4,3106
3,3039
4,3106
3,3019
3,3033
3,3087
9,3106
21,3106
21,3106
3,3034
37,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,2526
3,2446
4,3106
3,3039
4,3106
3,3019
3,3033
3,3087
9,3106
21,3106
21,3106
3,3034
37,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,2842
3,2260
4,3106
3,3039
4,3106
3,3019
3,3033
3,3087
9,3106
21,3106
21,3106
3,3034
37,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,2350
3,3101
4,3106
3,3078
4,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,2958
3,2857
4,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,3040
3,2998
4,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
34,3087
36,3106
15,3106
3,3008
3,2904
4,3106
27,3104
3,3084
37,3106
27,3104
3,3096
37,3106
