2,2525
2,2773
8,3105
7,3105
16,3105
4,3105
2,2968
3,3105
2,2525
31,3105
1,3102
33,3105
2,2936
3,3105
2,2923
3,3105
2,2966
3,3105
2,2922
3,3105
2,2874
3,3105
2,2771
3,3105
2,2942
3,3105
2,2880
3,3105
2,2850
3,3105
2,2886
3,3105
2,2731
2,2778
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2526
2,2446
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2845
2,2260
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2350
2,3101
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3042
2,2999
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3010
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2587
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
2,2936
3,3105
2,2923
3,3105
2,2966
3,3105
2,2922
3,3105
2,2874
3,3105
2,2942
3,3105
2,2850
3,3105
2,2731
2,2778
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2743
2,2494
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2690
2,3101
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3010
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2507
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3042
2,2999
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3010
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,666
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2493
2,2653
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3042
2,2999
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3010
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,871
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2102
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
37,3105
34,1297
36,3105
27,3103
2,1177
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,1806
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
2,2936
3,3105
2,2923
3,3105
2,2966
3,3105
2,2922
3,3105
2,2874
3,3105
2,2771
3,3105
2,2942
3,3105
2,2880
3,3105
2,2850
3,3105
2,2886
3,3105
2,2731
2,2778
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,431
2,1687
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2734
2,2489
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2284
2,3101
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3042
2,2999
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3010
2,2907
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,1998
31,3105
1,3102
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2788
36,3105
27,3103
2,2983
37,3105
27,3103
2,3084
37,3105
27,3103
2,3021
37,3105
34,2791
36,3105
27,3103
2,3012
37,3105
34,2818
36,3105
2,2936
3,3105
2,2923
3,3105
2,2966
3,3105
2,2922
3,3105
2,2874
3,3105
2,2771
3,3105
2,2942
3,3105
2,2880
3,3105
2,2850
3,3105
2,2886
3,3105
2,2731
2,2778
3,3105
2,3078
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2526
2,2446
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,1108
2,1391
3,3105
2,3041
3,3105
2,3020
2,3035
2,3087
8,3105
21,3105
21,3105
2,3036
37,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2350
2,3101
3,3105
2,3078
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,2960
2,2860
3,3105
27,3103
2,3084
37,3105
27,3103
2,3096
37,3105
34,3087
36,3105
14,3105
2,3042
2,2999
